   en SAPbouiCOM.IForms.Item(Object Index)
   en BPP.Events.ItemEvent.BPP_UI.CuentasDestinoItemEvent.itemAction(String FormUID, ItemEvent& pVal, Boolean& BubbleEvent) en D:\SMB\Sistemas\Desarrollo\LOCALIZACION\ADDON\BPP\BPP\Events\ItemEvent\BPP_UI\CuentasDestinoItemEvent.cs:línea 20
   en BPP.Events._ItemEvent.DoAction(String FormUID, ItemEvent& pVal, Boolean& BubbleEvent) en D:\SMB\Sistemas\Desarrollo\LOCALIZACION\ADDON\BPP\BPP\Events\_ItemEvent.cs:línea 27
ERROR 2022-08-10 00:43:24,657 921819ms _ItemEvent             DoAction                       - Form - Invalid Form
System.Runtime.InteropServices.COMException (0xFFFFF43C): Form - Invalid Form
   en SAPbouiCOM.IForms.Item(Object Index)
   en BPP.Events.ItemEvent.Objects.PurchaseInvoiceItemEvent.itemAction(String FormUID, ItemEvent& pVal, Boolean& BubbleEvent) en D:\SMB\Sistemas\Desarrollo\LOCALIZACION\ADDON\BPP\BPP\Events\ItemEvent\Objects\PurchaseInvoiceItemEvent.cs:línea 21
   en BPP.Events._ItemEvent.DoAction(String FormUID, ItemEvent& pVal, Boolean& BubbleEvent) en D:\SMB\Sistemas\Desarrollo\LOCALIZACION\ADDON\BPP\BPP\Events\_ItemEvent.cs:línea 23
DEBUG 2022-08-30 10:40:35,224 17260ms SAPInit                ConnectToCompany               - Inicio Add-On BPP
DEBUG 2022-08-30 10:42:00,706 102743ms uentasDestinoItemEvent cargarAsientos                 - Query : EXEC SP_BPP_CONSULTAR_DESTINOS ''  
DEBUG 2022-08-30 10:42:00,805 102841ms uentasDestinoItemEvent cargarAsientos                 - Se cargo satisfactoriamente los asientos.
DEBUG 2022-08-30 10:42:04,710 106746ms uentasDestinoItemEvent cargarAsientos                 - Query : EXEC SP_BPP_CONSULTAR_DESTINOS '104                 '  
DEBUG 2022-08-30 10:42:04,837 106873ms uentasDestinoItemEvent cargarAsientos                 - Se cargo satisfactoriamente los asientos.
DEBUG 2022-08-30 10:54:21,958 843994ms uentasDestinoItemEvent cargarAsientos                 - Query : EXEC SP_BPP_CONSULTAR_DESTINOS '104                 '  
DEBUG 2022-08-30 10:54:22,061 844098ms uentasDestinoItemEvent cargarAsientos                 - Se cargo satisfactoriamente los asientos.
DEBUG 2022-08-30 10:54:23,435 845471ms uentasDestinoItemEvent cargarAsientos                 - Query : EXEC SP_BPP_CONSULTAR_DESTINOS '104                 '  
DEBUG 2022-08-30 10:54:23,477 845514ms uentasDestinoItemEvent cargarAsientos                 - Se cargo satisfactoriamente los asientos.
DEBUG 2022-08-30 10:59:57,572 1179609ms uentasDestinoItemEvent cargarAsientos                 - Query : EXEC SP_BPP_CONSULTAR_DESTINOS '104                 '  
